StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q138,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q140_First Click,Q140_Last Click,Q140_Page Submit,Q140_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2023-05-04 13:38:12,2023-05-04 13:38:28,0,216.165.95.131,5,15,0,2023-05-11 13:38:33,R_3IaBHOKdHBZTOq0,,,,,,,anonymous,EN,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi10,,,R_3IaBHOKdHBZTOq0,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",random,,600,,no,yes,,,,,,,,,,,,,,
2023-05-04 13:38:59,2023-05-04 13:39:20,0,216.165.95.133,5,21,0,2023-05-11 13:39:24,R_11cGu0m8r9RxWPm,,,,,,,anonymous,EN,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi10,,,R_11cGu0m8r9RxWPm,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",random,,600,,no,yes,,,,,,,,,,,,,,
2023-05-04 13:34:49,2023-05-04 13:39:45,0,216.165.95.172,5,296,0,2023-05-11 13:39:47,R_YRjQPdSyjl8auE9,,,,,,,anonymous,EN,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi10,,87,R_YRjQPdSyjl8auE9,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,null,600,,no,yes,,,,,,,,,,,,,,
2023-06-07 10:37:31,2023-06-07 10:44:12,1,,100,400,1,2023-06-07 10:44:14,R_2SeLP9y6GxMqHJy,,,,,40.7099,-73.9591,preview,EN,1,,1,1,3.228,3.228,378.33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi10,,87,R_2SeLP9y6GxMqHJy,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-07 12:14:11,2023-06-07 12:21:15,0,174.65.54.61,100,423,1,2023-06-07 12:21:16,R_33dttVCLe9J1lPM,,,,,33.1955,-117.2862,anonymous,EN,1,5f0f74f79ae45313d4652776,1,1,306.916,322.967,370.573,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi10,,88,R_33dttVCLe9J1lPM,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-07 12:58:45,2023-06-07 13:06:22,0,98.117.73.243,100,457,1,2023-06-07 13:06:22,R_3Mb2VXIgo7dxR1V,,,,,37.5157,-77.2758,anonymous,EN,1,5f18ff404f90fe1473c2e3b6,1,1,177.735,323.452,363.699,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi10,,89,R_3Mb2VXIgo7dxR1V,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-07 12:54:23,2023-06-07 13:07:55,0,174.205.162.226,100,812,1,2023-06-07 13:07:56,R_WjkwBPdt3D3NYmR,,,,,33.4602,-112.1334,anonymous,EN,1,639c68bc52c767567d9cee5b,1,1,102.708,385.216,538.512,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi10,,89,R_WjkwBPdt3D3NYmR,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-07 13:10:13,2023-06-07 13:18:51,0,172.56.90.105,100,518,1,2023-06-07 13:18:52,R_12lOGmTntnZV6yw,,,,,30.1826,-97.7394,anonymous,EN,1,6474bccba3757d2608b2462d,1,1,0,0,373.565,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi10,,90,R_12lOGmTntnZV6yw,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-07 13:48:18,2023-06-07 14:06:42,0,97.90.102.140,100,1103,1,2023-06-07 14:06:43,R_3nuuBjY4B1XtlhY,,,,,41.7817,-124.1332,anonymous,EN,1,58460095a7722e0001305499,1,1,0,0,271.058,0,0,0,3.01,0,35,0,0,374.948,0,0,0,30.933,0,1,3,867,50,Region #2,17,3,0,0,6.951,0,0,0,10.861,0,0,0,25.019,0,2,4.974,15.756,16.229,3,,3,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To see if people would choose the easier task for themselves if they had to face to other participants and make them watch to make the decision.,2,,2,I did not watch a task selection at all.,1,,,22,2,,7,2,1,1,6392NwKkvp,Study1_MoHi10,,91,R_3nuuBjY4B1XtlhY,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator," *** Warning: Participant Player4-Underestimator timed out in stage 1. Survey terminated.",300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player2-Underestimator: HELLO
<br>Player3-Overestimator: Hello.
<br>Player1-Overestimator: Hello
<br>Player1-Overestimator: How did you try to estimate the number of dots?
<br>Player2-Underestimator: so what was the actual number of the bubbles
<br>Player1-Overestimator: They didn't tell us
<br>Player2-Underestimator: i just gussed
<br>Player3-Overestimator: I really just took my best guess.
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 13:45:58,2023-06-07 14:10:43,0,169.239.205.216,100,1485,1,2023-06-07 14:10:44,R_2AKJ7EJNbV8TPy1,,,,,37.751,-97.822,anonymous,EN,1,61412d50c1d83f94e448c0f3,1,1,0,0,386.814,0,0,0,3.121,0,200,188.541,188.541,344.639,1,0,0,56.15,0,1,4,602,210,Region #2,15,3,0,0,53.863,0,0,0,12.682,0,0,0,25.116,0,2,1.587,1.587,45.801,1,,3,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cognitive Tasks,1,,1,,1,,,13,1,,3,1,1,1,6392NwKkvp,Study1_MoHi10,,91,R_2AKJ7EJNbV8TPy1,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator," *** Warning: Participant Player4-Underestimator timed out in stage 1. Survey terminated.",300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player2-Underestimator: HELLO
<br>Player3-Overestimator: Hello.
<br>Player1-Overestimator: Hello
<br>Player1-Overestimator: How did you try to estimate the number of dots?
<br>Player2-Underestimator: so what was the actual number of the bubbles
<br>",,chatLog,,,
2023-06-07 13:45:47,2023-06-07 14:11:20,0,71.188.72.136,100,1533,1,2023-06-07 14:11:21,R_216V7hD3InToEAV,,,,,39.9464,-75.0517,anonymous,EN,1,5f39c08c4b0c7456a60d4932,1,1,0,0,435.379,0,0,0,3.029,0,45,0,0,361.462,0,0,0,22.505,0,1,4,598,213,Region #2,15,3,0,0,10.247,0,0,0,17.684,0,0,0,25.044,0,,,,,,,,,,,,,,,0,0,3.502,0,2,4,5,,0,0,15.039,0,,,,,,,,,,,,,Unsure,2,I never believe there are other participants if I can't see them,2,I'm not positive it was a real person; it may have been.,1,,,47,2,,7,2,1,1,6392NwKkvp,Study1_MoHi10,,91,R_216V7hD3InToEAV,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator," *** Warning: Participant Player4-Underestimator timed out in stage 1. Survey terminated.",300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player2-Underestimator: HELLO
<br>Player3-Overestimator: Hello.
<br>Player1-Overestimator: Hello
<br>Player1-Overestimator: How did you try to estimate the number of dots?
<br>Player2-Underestimator: so what was the actual number of the bubbles
<br>Player1-Overestimator: They didn't tell us
<br>Player2-Underestimator: i just gussed
<br>Player3-Overestimator: I really just took my best guess.
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 14:04:36,2023-06-07 14:14:38,0,99.148.97.75,100,602,1,2023-06-07 14:14:38,R_2tzfnoMVrByXBqx,,,,,25.8959,-80.309,anonymous,EN,1,60fccc55d3d53b24bb3c8379,1,1,0,0,7.302,0,0,0,3.008,0,100,0,0,91.098,0,0,0,21.299,0,4,1,783,283,Region #2,15,3,0,0,9.225,0,0,0,13.454,0,0,0,25.006,0,,,,,,,,,,,,,,,0,0,10.244,0,3,3,10,people will always want to assign themselves the easier task,0,0,15.006,0,,,,,,,,,,,,,"difficulty bias? ",1,,2,"seemed pre-recorded, uploaded too fast to be real",1,,no,14,3,,7,1,1,1,6392NwKkvp,Study1_MoHi10,,92,R_2tzfnoMVrByXBqx,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player2-Underestimator: Hello!
<br>Player4-Underestimator: it was hard for me to estimate the number of dots
<br>Player1-Overestimator: I thought there were over 100 dots
<br>Player1-Overestimator: did yours have big and small dots?
<br>Player2-Underestimator: I was very unsure on my estimate
<br>Player3-Overestimator: It was hard at first site
<br>Player4-Underestimator: I think it was difficult because the dots were different sizes
<br>Player2-Underestimator: yes player 4
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>Player2-Underestimator: I guessed 69 sounds 
<br>",,chatLog,,,
2023-06-07 14:01:50,2023-06-07 14:16:12,0,50.221.38.26,100,861,1,2023-06-07 14:16:12,R_2VO3oZS7ab6JhnV,,,,,38.9635,-76.9672,anonymous,EN,1,6104b1c50f6057c1d8a6e3a6,1,1,0,0,153.564,0,0,0,3.011,0,109,0,0,80.731,0,0.957,21.126,21.797,4,2,4,778,287,Region #2,16,3,1.789,1.789,7.772,1,1.086,9.163,14.381,3,0,0,25.018,0,,,,,,,,,,,,,,,0,0,2.7,0,2,3,10,"if the researchers are screen recording, then they will know who is getting green and who is getting red.",6.942,6.942,15.107,1,,,,,,,,,,,,,to determine how participants perceive potentially difficult situations,1,,1,,1,,none,19,2,,7,1,1,1,6392NwKkvp,Study1_MoHi10,,92,R_2VO3oZS7ab6JhnV,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player2-Underestimator: Hello!
<br>Player4-Underestimator: it was hard for me to estimate the number of dots
<br>Player1-Overestimator: I thought there were over 100 dots
<br>Player1-Overestimator: did yours have big and small dots?
<br>Player2-Underestimator: I was very unsure on my estimate
<br>Player3-Overestimator: It was hard at first site
<br>Player4-Underestimator: I think it was difficult because the dots were different sizes
<br>Player2-Underestimator: yes player 4
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>Player2-Underestimator: I guessed 69 sounds 
<br>",,chatLog,,,
2023-06-07 14:02:01,2023-06-07 14:20:02,0,70.179.97.105,100,1081,1,2023-06-07 14:20:02,R_2zikm5NaO0Nf61V,,,,,37.6692,-97.2754,anonymous,EN,1,614d465852620924f85603c8,1,1,0,0,124.688,0,0,0,3.014,0,69,0,0,0.493,0,0,0,46.547,0,1,3,856,233,Region #2,16,3,0,0,16.507,0,0,0,25.488,0,0,0,25.038,0,2,3.824,3.824,121.925,1,,1,7,8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I really dont know,1,,1,,1,,no,28,2,,3,4,1,1,6392NwKkvp,Study1_MoHi10,,92,R_2zikm5NaO0Nf61V,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player2-Underestimator: Hello!
<br>Player4-Underestimator: it was hard for me to estimate the number of dots
<br>Player1-Overestimator: I thought there were over 100 dots
<br>Player1-Overestimator: did yours have big and small dots?
<br>Player2-Underestimator: I was very unsure on my estimate
<br>Player3-Overestimator: It was hard at first site
<br>Player4-Underestimator: I think it was difficult because the dots were different sizes
<br>Player2-Underestimator: yes player 4
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>Player2-Underestimator: I guessed 69 sounds 
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 13:57:02,2023-06-07 14:22:44,0,68.196.60.126,100,1542,1,2023-06-07 14:22:45,R_p4N77XpC6QSS5Il,,,,,40.6221,-73.981,anonymous,EN,1,629e5d789a6c92c8fbf8df95,1,1,0,0,291.071,0,0,0,3.131,0,120,0,0,66.057,0,0,0,27.265,0,1,4,98,320,Region #1,15,3,0,0,12.821,0,0,0,26.836,0,0,0,25.127,0,,,,,,,,,,,0,0,15.118,0,0,0,9.112,0,2,3,8,no,,,,,,,,,,,,,,,,,Finding out how task are been assigned,1,,1,,1,,great,17,1,,3,3,1,1,6392NwKkvp,Study1_MoHi10,,92,R_p4N77XpC6QSS5Il,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player2-Underestimator: Hello!
<br>Player4-Underestimator: it was hard for me to estimate the number of dots
<br>Player1-Overestimator: I thought there were over 100 dots
<br>Player1-Overestimator: did yours have big and small dots?
<br>Player2-Underestimator: I was very unsure on my estimate
<br>Player3-Overestimator: It was hard at first site
<br>Player4-Underestimator: I think it was difficult because the dots were different sizes
<br>Player2-Underestimator: yes player 4
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>Player2-Underestimator: I guessed 69 sounds 
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 14:17:45,2023-06-07 14:24:36,0,73.124.75.15,100,410,1,2023-06-07 14:24:37,R_1d4CwdxeBGGEVjj,,,,,25.7689,-80.1946,anonymous,EN,1,5f1091aa4bd173363a9700ec,1,1,0,0,351.399,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi10,,94,R_1d4CwdxeBGGEVjj,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-07 14:15:39,2023-06-07 14:24:50,0,76.230.242.102,100,551,1,2023-06-07 14:24:51,R_3Oj2a5n6P92oBOV,,,,,34.1531,-118.4296,anonymous,EN,1,607ec28e6a0bde56a9d69ddc,1,1,312.076,312.076,381.506,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi10,,94,R_3Oj2a5n6P92oBOV,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-07 14:26:22,2023-06-07 14:37:20,0,99.159.85.8,100,658,1,2023-06-07 14:37:21,R_1NePXfhDWT1MG78,,,,,30.4421,-97.6339,anonymous,EN,1,60fdd27f77f58d7d8b162870,1,1,0,0,137.371,0,0,0,3.014,0,50,0,0,59.302,0,0,0,25.937,0,1,3,654,76,Region #2,15,3,0,0,7.029,0,0,0,24.625,0,0,0,25.01,0,,,,,,,,,,,,,,,0,0,5.436,0,3,1,10,not accurate,0,0,15.111,0,,,,,,,,,,,,,not sure,2,its obvious,2,"it was ""uploaded"" immediately",1,,,16,2,,4,1,1,1,6392NwKkvp,Study1_MoHi10,,95,R_1NePXfhDWT1MG78,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player1-Overestimator: hello
<br>Player4-Underestimator: The image flashed by so fast, it was hard to estimate
<br>Player2-Underestimator: same
<br>Player3-Overestimator: yes, I agree
<br>Player1-Overestimator: i agree
<br>Player3-Overestimator: the size of the dots didn't help. I counted the big dots and tried to estimate off that
<br>Player4-Underestimator: same
<br>Player1-Overestimator: and different sizes of dots didnt help
<br>Player2-Underestimator: agreed
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 14:26:41,2023-06-07 14:38:30,0,68.251.35.115,100,708,1,2023-06-07 14:38:31,R_3mlXLJXkk7LPf6Z,,,,,26.3477,-80.1094,anonymous,EN,1,6477635a2984fc98bac849dd,1,1,0,0,181.71,0,0,0,3.111,0,60,0,0,0.505,0,0,0,21.567,0,1,4,870,52,Region #2,15,3,0,0,7.426,0,0,0,11.399,0,0,0,25.116,0,,,,,,,,,,,,,,,0,0,2.821,0,2,1,0,,,,,,0,0,15.01,0,,,,,,,,,"To see if people who had the choice to control would select the easier of tasks, thereby assigning others who could not choose the harder ones.",1,,1,,1,,,42,2,,7,4,1,1,6392NwKkvp,Study1_MoHi10,,95,R_3mlXLJXkk7LPf6Z,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player1-Overestimator: hello
<br>Player4-Underestimator: The image flashed by so fast, it was hard to estimate
<br>Player2-Underestimator: same
<br>Player3-Overestimator: yes, I agree
<br>Player1-Overestimator: i agree
<br>Player3-Overestimator: the size of the dots didn't help. I counted the big dots and tried to estimate off that
<br>Player4-Underestimator: same
<br>Player1-Overestimator: and different sizes of dots didnt help
<br>Player2-Underestimator: agreed
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
