StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q167_First Click,Q167_Last Click,Q167_Page Submit,Q167_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q172_First Click,Q172_Last Click,Q172_Page Submit,Q172_Click Count,Q177_First Click,Q177_Last Click,Q177_Page Submit,Q177_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2023-06-21 12:42:09,2023-06-21 13:06:08,IP Address,70.23.58.234,100,1438,True,2023-06-21 13:06:09,R_cMZDF8RaWYUEqk1,,,,,40.8549,-73.2157,anonymous,EN,I consent to the study.,639df1ccd6819819ebb85722,"Yes, I understand.",0,0,272.75,0,0,0,3.014,0,200,0,0,19.836,0,72.693,72.693,75.866,1,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,773,289,Region #2,Agree,"Somewhat 
Disagree
3
",0,0,9.223,0,0,0,62.869,0,0,0,25.116,0,I will choose,108.608,108.608,109.574,1,The Green Task,Yes,Fairly,8,,,,,,,,,,,,,,,,,,,,,,,,,,predictions,Yes,,Yes,,On a desktop or laptop computer,,,53,Man,,White,Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,21,R_cMZDF8RaWYUEqk1,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: hard estimate I went under
<br>Player4-Republican: That was a lot of dots
<br>Player2-Republican: different sizes
<br>Player3-Democrat: Overestimated mine
<br>Player1-Democrat: The dots was in different sixes
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-06-21 12:46:55,2023-06-21 13:06:13,IP Address,172.119.83.5,100,1158,True,2023-06-21 13:06:14,R_1lAleO3wKa54ESn,,,,,34.0264,-117.936,anonymous,EN,I consent to the study.,5ad06e7bd9f7470001db09af,"Yes, I understand.",62.868,341.921,389.193,6,0,0,3.018,0,65,0,0,1.131,0,4.665,11.865,28.883,2,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,,,,Slightly Agree,"Somewhat 
Disagree
3
",13.852,13.852,14.076,1,49.185,49.945,52.533,3,0,0,25.107,0,,,,,,,,,,,0,0,15.108,0,Maybe,Somewhat Fairly,8,the task is different,,,,,,,,,,,,,,,,,good,Yes,,Yes,,On a desktop or laptop computer,,good,35,Man,,"Hispanic, Latino or Spanish Origin,White",Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,34,R_1lAleO3wKa54ESn,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: Hello, I am an Overestimator!!! I rule the world!! lol
<br>Player1-Democrat: I felt like it was somewhat difficult to estimate, given the short amount of time.
<br>Player4-Republican: My guess was 185 I guess I overestimated
<br>Player1-Democrat: I guessed 160
<br>Player2-Republican: I said 42 and it was over
<br>Player4-Republican: Yes it was not easy to guess
<br>Player1-Democrat: 42 was over? There's no way.
<br>Player4-Republican: lol
<br>Player2-Republican: you 2 are SUPER overestimators lol
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-06-21 12:59:47,2023-06-21 13:06:47,IP Address,73.219.59.19,100,420,True,2023-06-21 13:06:48,R_3IYVzfpmavi40jH,,,,,41.6181,-70.4854,anonymous,EN,I consent to the study.,63d5daa80d80a745de740c13,"Yes, I understand.",0,0,366.543,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,47,R_3IYVzfpmavi40jH,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 13:01:21,2023-06-21 13:06:57,IP Address,70.188.43.9,100,335,True,2023-06-21 13:06:57,R_1QL4PB38iFKdRrL,,,,,37.2647,-79.9249,anonymous,EN,I consent to the study.,6272923eedb5716b8b254954,"Yes, I understand.",88.405,88.405,289.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,47,R_1QL4PB38iFKdRrL,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 12:48:36,2023-06-21 13:07:36,IP Address,96.225.54.180,100,1139,True,2023-06-21 13:07:37,R_3qPvZgbJ7Mbdm0O,,,,,40.2459,-74.2813,anonymous,EN,I consent to the study.,63d3f987619fb984bbfd9693,"Yes, I understand.",0,0,417.647,0,0,0,3.023,0,120,0,0,0.902,0,24.73,32.014,32.927,3,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,873,57,Region #2,Slightly Agree,"Somewhat 
Disagree
3
",0,0,11.248,0,11.675,26.144,35.101,4,21.788,24.937,25.114,4,,,,,,,,,,,,,,,,,,,8.968,21.251,45.011,7,,,,,,,,,,,,,brain twister,Yes,,Yes,,On a desktop or laptop computer,,,24,Man,,Black or African American,Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,42,R_3qPvZgbJ7Mbdm0O,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player2-Republican: I already did this. The survey is looping, I guess?
<br>Player3-Democrat: hi, it was definitely hard to estimate the number of dots.
<br>Player3-Democrat: they were different sizes.
<br>Player4-Republican: Yeah, I guessed around 40
<br>Player3-Democrat: I'm not sure. First time I do this.
<br>Player3-Democrat: I guessed 100.
<br>Player2-Republican: I guessed 75 the first time. 50 the second time. Both overestimations.
<br>Player3-Democrat: Oh. I underestimated.
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-06-21 13:00:58,2023-06-21 13:08:24,IP Address,76.114.238.102,100,445,True,2023-06-21 13:08:24,R_30v2kOAHaLWOkLn,,,,,39.6249,-75.8351,anonymous,EN,I consent to the study.,5f25c13cc7c8ea1ac7a0f863,"Yes, I understand.",10.628,10.628,11.345,1,0,0,3.111,0,150,0,0,0.576,0,6.503,6.503,27.58,1,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,,,,Agree,"Somewhat 
Disagree
3
",0,0,10.141,0,0,0,11.229,0,0,0,25.111,0,,,,,,,,,,,0,0,15.007,0,Yes,Fairly,7,,,,,,,,,,,,,,,,,,"I think the study is about the cognitive tasks  ",Yes,,Yes,,On a desktop or laptop computer,,,30,Man,,White,Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,45,R_30v2kOAHaLWOkLn,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player3-Democrat: HI
<br>Player2-Republican: I am terrible at guessing how many dots
<br>Player3-Democrat: hello everyone
<br>Player4-Republican: It was a bit difficult to estimate the number of dots
<br>Player2-Republican: Hi
<br>Player4-Republican: Hello everyone 
<br>Player1-Democrat: thinking back it did seem like there was more dots than expected
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-06-21 13:07:31,2023-06-21 13:08:59,IP Address,67.165.58.165,100,87,True,2023-06-21 13:08:59,R_QgCntS4xVzOdWXT,,,,,39.494,-80.2221,anonymous,EN,I consent to the study.,610309d6b51e8a9a5da8a6f4,"Yes, I understand.",0,0,62.297,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,48,R_QgCntS4xVzOdWXT,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 12:59:12,2023-06-21 13:09:01,IP Address,172.15.53.88,100,588,True,2023-06-21 13:09:01,R_vYPx1wygK11LbGN,,,,,33.9388,-117.416,anonymous,EN,I consent to the study.,63d516bacccbc5240fbd18c4,"Yes, I understand.",0,0,388.028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,48,R_vYPx1wygK11LbGN,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 12:58:23,2023-06-21 13:09:35,IP Address,184.59.184.90,100,671,True,2023-06-21 13:09:35,R_elmhJJe2nDMDpXH,,,,,40.0752,-80.7747,anonymous,EN,I consent to the study.,5758a78d768081000631a322,,0,0,157.424,0,0,0,3.011,0,100,0,0,39.659,0,0,0,22,0,IM_5toOL1bqX2AWd8i,should have the saving of human lives as an important goal.,619,157,Region #2,Disagree,"Somewhat 
Disagree
3
",0,0,7.046,0,0,0,13.862,0,0,0,25.114,0,,,,,,,,,,,,,,,Maybe,Fairly,9,no,0,0,45.112,0,,,,,,,,,,,,,To see how we assign taks?,Yes,,Yes,,On a desktop or laptop computer,,no,55,Woman,,White,Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,45,R_elmhJJe2nDMDpXH,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player3-Democrat: HI
<br>Player2-Republican: I am terrible at guessing how many dots
<br>Player3-Democrat: hello everyone
<br>Player4-Republican: It was a bit difficult to estimate the number of dots
<br>Player2-Republican: Hi
<br>Player4-Republican: Hello everyone 
<br>Player1-Democrat: thinking back it did seem like there was more dots than expected
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
2023-06-21 12:54:59,2023-06-21 13:10:23,IP Address,24.167.64.230,100,924,True,2023-06-21 13:10:24,R_cO9DuVqUaLhwMJH,,,,,26.2148,-98.231,anonymous,EN,I consent to the study.,63062501b80b139870ea2af4,"Yes, I understand.",7.485,7.485,216.468,1,0,0,3.182,0,54,0,0,64.65,0,0,0,22.249,0,IM_3KUo7iTc8Zjnk46,expands the boundaries of our knowledge of medicine.,607,207,Region #2,Neutral,"Somewhat 
Disagree
3
",0,0,7.169,0,0,0,12.755,0,0,0,25.038,0,,,,,,,,,,,,,,,Maybe,Neither Fairly or Unfairly,5,"no comment ",0,0,45.12,0,,,,,,,,,,,,,"no idea ",No,"they seemed to be making generic responses ",Yes,,On a desktop or laptop computer,,"no comment ",24,Man,,"Hispanic, Latino or Spanish Origin",Moderate,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,45,R_cO9DuVqUaLhwMJH,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player3-Democrat: HI
<br>Player2-Republican: I am terrible at guessing how many dots
<br>Player3-Democrat: hello everyone
<br>Player4-Republican: It was a bit difficult to estimate the number of dots
<br>Player2-Republican: Hi
<br>Player4-Republican: Hello everyone 
<br>Player1-Democrat: thinking back it did seem like there was more dots than expected
<br>",,chatLog,,,
2023-06-21 12:56:43,2023-06-21 13:11:45,IP Address,50.21.204.185,100,901,True,2023-06-21 13:11:46,R_R9K0FwhHAXxfLcB,,,,,40.3658,-105.5142,anonymous,EN,I consent to the study.,60eb1a7c95641da67ae7d611,"Yes, I understand.",0,0,183.2,0,0,0,3.008,0,75,0,0,75.8,0,0,0,22.575,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,712,260,Region #2,Slightly Disagree,"Somewhat 
Disagree
3
",0,0,9.15,0,0,0,20.944,0,0,0,25.009,0,I will choose,18.121,18.121,19.584,1,The Green Task,Yes,Extremely Fairly,9,no,,,,,,,,,,,,,,,,,,,,,,,,,"to mislead participants into believing they have a choice ",No,Too brief. No real contact,No,"Again, too brief",On a desktop or laptop computer,,no,63,Woman,,White,Very Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,45,R_R9K0FwhHAXxfLcB,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player3-Democrat: HI
<br>Player2-Republican: I am terrible at guessing how many dots
<br>Player3-Democrat: hello everyone
<br>Player4-Republican: It was a bit difficult to estimate the number of dots
<br>Player2-Republican: Hi
<br>Player4-Republican: Hello everyone 
<br>Player1-Democrat: thinking back it did seem like there was more dots than expected
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-06-21 12:56:40,2023-06-21 13:14:17,IP Address,71.145.255.12,100,1056,True,2023-06-21 13:14:18,R_XH42BdVIlhiQkPT,,,,,37.6257,-97.3142,anonymous,EN,I consent to the study.,6143af8721d1445864c4f6c8,"Yes, I understand.",0,0,89.387,0,0,0,3.007,0,300,0,0,326.649,0,0,0,21.06,0,IM_bO9xxI7k0acNQKW,has its most valuable achievements in medical applications.,110,356,Region #1,Neutral,"Somewhat 
Disagree
3
",0,0,12.041,0,0,0,16.554,0,0,0,25.006,0,Randomization,6.742,6.742,23.2,1,,Maybe,Neither Fairly or Unfairly,8,no,,,,,,,,,,,,,,,,,,,,,,,,,Testing what people assume ....,No,Could have easily been part of the program no matter what was said. Or part of the experiment crew.,Not Applicable (I was selected to choose tasks),,On a desktop or laptop computer,,To have a good day.,51,Man,,"American Indian or Alaskan Native,White",Somewhat Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,43,R_XH42BdVIlhiQkPT,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican," *** Warning: Participant Player3-Democrat timed out in stage 1. Survey terminated.",300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: it's too bad the dem dropped out
<br>Player4-Republican: I guess....
<br>Player2-Republican: it was not too difficult to estimate the spots even though i was under
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-06-21 12:52:34,2023-06-21 13:15:29,IP Address,98.230.0.250,100,1375,True,2023-06-21 13:15:30,R_3puqw4LrmDs29pV,,,,,30.4908,-84.3158,anonymous,EN,I consent to the study.,5bfff7c02213be0001c2c7cf,"Yes, I understand.",279.925,279.925,280.22,1,0,0,3.112,0,100,0,0,0.455,0,0,0,39.392,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,597,207,Region #2,Agree,"Somewhat 
Disagree
3
",191.236,191.236,191.693,1,0,0,11.233,0,0,0,25.121,0,,,,,,,,,,,,,,,No,Neither Fairly or Unfairly,8,,,,,,,,,,,,,,0,0,45.106,0,not sure.,Yes,,No,"because chat was inconsistent. I was told I was with underestimaters even though we may have seen different photos. ",On a desktop or laptop computer,,,33,Woman,,"Hispanic, Latino or Spanish Origin",Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,42,R_3puqw4LrmDs29pV,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player2-Republican: I already did this. The survey is looping, I guess?
<br>Player3-Democrat: hi, it was definitely hard to estimate the number of dots.
<br>Player3-Democrat: they were different sizes.
<br>Player4-Republican: Yeah, I guessed around 40
<br>Player3-Democrat: I'm not sure. First time I do this.
<br>Player3-Democrat: I guessed 100.
<br>Player2-Republican: I guessed 75 the first time. 50 the second time. Both overestimations.
<br>Player3-Democrat: Oh. I underestimated.
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-06-21 12:44:38,2023-06-21 13:21:23,IP Address,184.19.214.210,100,2204,True,2023-06-21 13:21:23,R_2dF7STVmIuBUGdh,,,,,39.652,-79.9444,anonymous,EN,I consent to the study.,601fc50f4b7f33504a02cd52,"Yes, I understand.",0,0,301.807,0,0,0,3.012,0,150,0,0,0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,43,R_2dF7STVmIuBUGdh,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,null *** Warning: This player has timed out in stage 1. Survey terminated.,300,,no,yes,terminated,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,,,,,,
2023-06-21 13:14:39,2023-06-21 13:24:07,IP Address,23.124.90.188,100,567,True,2023-06-21 13:24:07,R_dhDO50Bmx1cwj5v,,,,,28.9547,-95.3574,anonymous,EN,I consent to the study.,5f0a7dec44c42c19a6c9f6d9,"Yes, I understand.",325.708,325.708,333.796,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,49,R_dhDO50Bmx1cwj5v,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 13:17:38,2023-06-21 13:24:07,IP Address,68.102.17.164,100,388,True,2023-06-21 13:24:07,R_3KHIV6Ga7seYWxC,,,,,37.6624,-97.3156,anonymous,EN,I consent to the study.,62d38f10654f3fc8a393b551,"Yes, I understand.",0,0,357.056,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,49,R_3KHIV6Ga7seYWxC,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 13:08:59,2023-06-21 13:24:07,IP Address,75.37.67.119,100,908,True,2023-06-21 13:24:08,R_2CfjRgkaMh0l7pQ,,,,,38.1025,-122.2132,anonymous,EN,I consent to the study.,63ad82b1461f02fdca26b7ed,"Yes, I understand.",63.449,346.736,369.866,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,49,R_2CfjRgkaMh0l7pQ,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 13:32:49,2023-06-21 13:34:53,IP Address,162.199.219.237,100,123,True,2023-06-21 13:34:54,R_ylvQdKraXh8AeOJ,,,,,25.7689,-80.1946,anonymous,EN,I consent to the study.,611b1d3794ac948af7e57e7a,"Yes, I understand.",0,0,69.504,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,50,R_ylvQdKraXh8AeOJ,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 13:28:00,2023-06-21 13:39:40,IP Address,139.102.75.133,100,700,True,2023-06-21 13:39:41,R_2PnGdj2WKZBYbQn,,,,,39.4057,-87.4026,anonymous,EN,I consent to the study.,63e51bca9f87294437c3cbb8,"Yes, I understand.",2.666,340.147,342.699,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,50,R_2PnGdj2WKZBYbQn,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 13:35:01,2023-06-21 13:41:25,IP Address,173.44.36.173,100,383,True,2023-06-21 13:41:25,R_3dVWngjC2hu87zp,,,,,25.7806,-80.1826,anonymous,EN,I consent to the study.,6476c9f4663c454f80fc60c8,"Yes, I understand.",0,0,354.657,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,51,R_3dVWngjC2hu87zp,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 13:46:29,2023-06-21 13:55:18,IP Address,173.21.25.103,100,529,True,2023-06-21 13:55:19,R_2rOBVKAUgXODSb0,,,,,31.5647,-84.1578,anonymous,EN,I consent to the study.,5dee72917309b950e5262f3a,"Yes, I understand.",1.397,344.389,345.999,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,52,R_2rOBVKAUgXODSb0,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-15 14:54:45,2023-06-15 14:56:02,IP Address,47.230.202.136,4,76,False,2023-06-22 14:56:09,R_sGQPa2q1LMGCn1T,,,,,,,anonymous,EN,I consent to the study.,madison_1,"Yes, I understand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,,R_sGQPa2q1LMGCn1T,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",null,null,300,,no,yes,,,,,,,,,,,,,,
