participantRole,condition,fairness.new.,fairness,guesstimate.new._1,feedback..new.,Q94,Q95,Q129,Q96,Q128,Q131,timeOutLog,chatLog
Player3-Democrat,4,2,1,10,I think this method is unfair.,N/A,1,NA,1,NA,"Nothing much, I enjoyed the task.",OK -- no issues," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player4-Republican: I thought that it made things a little bit harder to estimate the dots because my dots were a lot of different sizes. 
<br>Player1-Democrat: It was def difficult to estimate the dots. I rly just focused on the larger dots. 
<br>Player1-Democrat: Right! The sizes really throw you off. 
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player3-Democrat,2,2,3,9,"NA",Would participants choose a easier task based on ideology.,1,NA,2,"With the time difference 20 min as oppose to 8 min, a very small number would actually choose the longer more involved option.","NA",OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player1-Democrat: How did you guys go about guessing the number of dots?
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player4-Republican,3,2,4,5,NA,Unsure,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: Hello
<br>Player3-Democrat: Hey everyone!
<br>Player1-Democrat: Hey
<br>Player2-Republican: hi what did u think about the task
<br>Player4-Republican: The dots were hard to guess because they were all different sizes.
<br>Player1-Democrat: I found it pretty difficult to estimate the number of dots on the screen
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player2-Republican,2,1,5,10,NA,to see how i would react,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: Hello
<br>Player3-Democrat: Hey everyone!
<br>Player1-Democrat: Hey
<br>Player2-Republican: hi what did u think about the task
<br>Player4-Republican: The dots were hard to guess because they were all different sizes.
<br>Player1-Democrat: I found it pretty difficult to estimate the number of dots on the screen
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player1-Democrat,4,2,4,5,NA,I think the purpose of the experiment was to see how people react based on other's decisions.,1,NA,1,NA,NA,*** Warning: Participant Player4-Republican timed out in stage 1. Survey terminated.," *** Player2-Republican has joined the chat ***
<br>Player2-Republican: hello!
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: it has player 4 is out?
<br>Player3-Democrat: hi there! 
<br>Player1-Democrat: Hi!
<br>Player3-Democrat: Yes it seems so 
<br>Player2-Republican: says** did you get that?
<br>Player3-Democrat: Honestly I'm terrible at estimating numbers 
<br>Player2-Republican: same
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>Player3-Democrat: i tried to count how many were down the sides and multiply but i was still an underestimator
<br>"
Player3-Democrat,2,2,5,10,NA,To test whether people preceive that others will choose the easy work and push harder work on someone else,1,NA,2,I think it was designed to see how we perceived the 'person' that assigned the tasks,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: Hello
<br>Player3-Democrat: Hey everyone!
<br>Player1-Democrat: Hey
<br>Player2-Republican: hi what did u think about the task
<br>Player4-Republican: The dots were hard to guess because they were all different sizes.
<br>Player1-Democrat: I found it pretty difficult to estimate the number of dots on the screen
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player2-Republican,3,1,5,8,none,none,1,NA,1,NA,none,*** Warning: Participant Player4-Republican timed out in stage 1. Survey terminated.," *** Player2-Republican has joined the chat ***
<br>Player2-Republican: hello!
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: it has player 4 is out?
<br>Player3-Democrat: hi there! 
<br>Player1-Democrat: Hi!
<br>Player3-Democrat: Yes it seems so 
<br>Player2-Republican: says** did you get that?
<br>Player3-Democrat: Honestly I'm terrible at estimating numbers 
<br>Player2-Republican: same
<br> *** Player2-Republican has left the chat ***
<br>"
Player3-Democrat,1,NA,NA,NA,NA,It seems that the experiment was testing if the democrats or republicans are more fair or not and if being an underestimater or overestimater played a part.,1,NA,4,NA,NA,*** Warning: Participant Player4-Republican timed out in stage 1. Survey terminated.," *** Player2-Republican has joined the chat ***
<br>Player2-Republican: hello!
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: it has player 4 is out?
<br>Player3-Democrat: hi there! 
<br>Player1-Democrat: Hi!
<br>Player3-Democrat: Yes it seems so 
<br>Player2-Republican: says** did you get that?
<br>Player3-Democrat: Honestly I'm terrible at estimating numbers 
<br>Player2-Republican: same
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>Player3-Democrat: i tried to count how many were down the sides and multiply but i was still an underestimator
<br> *** Player3-Democrat has left the chat ***
<br>"
Player1-Democrat,3,1,6,9,NA,level of work assigned based on opposing political party,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: Good afternoon
<br>Player4-Republican: How is your day?
<br>Player3-Democrat: Hello
<br>Player2-Republican: Hello
<br>Player1-Democrat: Hello
<br>Player3-Democrat: So how was your experience doing this thing?
<br>Player2-Republican: Hope you all are well.
<br>Player4-Republican: It was hard to estimate. I thought it went too quick. Did not realize it wouldn't be on screen that long.
<br>Player3-Democrat: I thought I underestimated
<br>Player1-Democrat: It was interesting, but went by quickly.
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player3-Democrat,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,*** Warning: Participant Player1-Democrat timed out in stage 1. Survey terminated.," *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player3-Democrat: I found it very difficult to judge the amount of dots
<br>Player4-Republican: yes
<br>Player2-Republican: yeah
<br>Player3-Democrat: We weren't given adequate time to estimate it in my opinion
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>"
Player3-Democrat,1,NA,NA,NA,NA,To see if we would assign ourselves the easy task,2,I asked a question at one point and got an answer almost immediately after hitting enter. There is no way they read that and responded that quickly.,4,NA,No,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: Good afternoon
<br>Player4-Republican: How is your day?
<br>Player3-Democrat: Hello
<br>Player2-Republican: Hello
<br>Player1-Democrat: Hello
<br>Player3-Democrat: So how was your experience doing this thing?
<br>Player2-Republican: Hope you all are well.
<br>Player4-Republican: It was hard to estimate. I thought it went too quick. Did not realize it wouldn't be on screen that long.
<br>Player3-Democrat: I thought I underestimated
<br>Player1-Democrat: It was interesting, but went by quickly.
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player4-Republican,2,2,4,9,NA,Are you willing to take on more responsibility of a team experiement,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: Good afternoon
<br>Player4-Republican: How is your day?
<br>Player3-Democrat: Hello
<br>Player2-Republican: Hello
<br>Player1-Democrat: Hello
<br>Player3-Democrat: So how was your experience doing this thing?
<br>Player2-Republican: Hope you all are well.
<br>Player4-Republican: It was hard to estimate. I thought it went too quick. Did not realize it wouldn't be on screen that long.
<br>Player3-Democrat: I thought I underestimated
<br>Player1-Democrat: It was interesting, but went by quickly.
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player4-Republican,4,3,1,10,NA,To see how I would respond to unfair choices,2,I just have a suspicion,2,I just think it was all set up,NA,*** Warning: Participant Player1-Democrat timed out in stage 1. Survey terminated.," *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player3-Democrat: I found it very difficult to judge the amount of dots
<br>Player4-Republican: yes
<br>Player2-Republican: yeah
<br>Player3-Democrat: We weren't given adequate time to estimate it in my opinion
<br> *** Player4-Republican has left the chat ***
<br>"
Player2-Republican,3,1,6,9,NA,NA,1,NA,1,NA,NA,*** Warning: Participant Player1-Democrat timed out in stage 1. Survey terminated.," *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player3-Democrat: I found it very difficult to judge the amount of dots
<br>Player4-Republican: yes
<br>Player2-Republican: yeah
<br>Player3-Democrat: We weren't given adequate time to estimate it in my opinion
<br> *** Player4-Republican has left the chat ***
<br>"
Player2-Republican,2,2,6,10,No.,To see if people pick the easy task and give away the harder one.,2,To me I just thought that I was speaking with an AI because of the way that things were being said.,1,NA,I enjoyed taking this study and did not experience any problems while doing so. Thank you and have a great day!,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: Good afternoon
<br>Player4-Republican: How is your day?
<br>Player3-Democrat: Hello
<br>Player2-Republican: Hello
<br>Player1-Democrat: Hello
<br>Player3-Democrat: So how was your experience doing this thing?
<br>Player2-Republican: Hope you all are well.
<br>Player4-Republican: It was hard to estimate. I thought it went too quick. Did not realize it wouldn't be on screen that long.
<br>Player3-Democrat: I thought I underestimated
<br>Player1-Democrat: It was interesting, but went by quickly.
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player2-Republican,1,NA,NA,NA,NA,to see if people are willing to take responsibility for a decision rather than farm it out,2,the responses were too robotic,4,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player4-Republican: I felt like it was hard to estimate the number since they were different sizes.
<br>Player2-Republican: looked like swiss cheese
<br>Player3-Democrat: I guess we are all underestimaters 
<br>Player1-Democrat: I'm not very good at estimating numbers of things, so I thought it was kind of hard.
<br>Player2-Republican: oh no I overestimate
<br>"
Player1-Democrat,4,2,2,10,NA,How people feel about someone from an opposing political party assigning them a less cushy job,1,NA,1,NA,NA,OK -- no issues," *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: Was it hard to estimate?
<br>Player4-Republican: Hello
<br>Player2-Republican: I over estimated
<br>Player3-Democrat: how many dots did you report?
<br>Player1-Democrat: Same
<br>Player1-Democrat: 53, but we apparently all got different pictures
<br>Player4-Republican: I've been an underestimater all my life
<br>Player3-Democrat: oh OK. I said 80, was labeled underestimator
<br>Player2-Republican: lol player 4
<br>Player2-Republican: I said 50
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player3-Democrat,4,2,6,10,No,To see how people would feel if a political opponent picked a longer set of tasks for them,1,NA,1,NA,No,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player4-Republican: I felt like it was hard to estimate the number since they were different sizes.
<br>Player2-Republican: looked like swiss cheese
<br>Player3-Democrat: I guess we are all underestimaters 
<br>Player1-Democrat: I'm not very good at estimating numbers of things, so I thought it was kind of hard.
<br>Player2-Republican: oh no I overestimate
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player4-Republican,1,NA,NA,NA,NA,Seeing how people make choices.,1,NA,4,NA,No.,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player4-Republican: Hey guys!
<br>Player1-Democrat: Hi
<br>Player3-Democrat: Hi!
<br>Player2-Republican: hi
<br>Player4-Republican: I got overestimator! What about yall?
<br>Player3-Democrat: I didn't think it was a hard task, but quickly took a glance and threw out a number
<br>Player2-Republican: apparently I am an overestimater
<br>Player3-Democrat: how about you guys?
<br>Player1-Democrat: I'm an underestimater
<br>Player3-Democrat: me too
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>"
Player3-Democrat,2,2,4,8,NA,trust in those from different political parties,1,NA,2,There were no tasks to perform.,NA,OK -- no issues," *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: Was it hard to estimate?
<br>Player4-Republican: Hello
<br>Player2-Republican: I over estimated
<br>Player3-Democrat: how many dots did you report?
<br>Player1-Democrat: Same
<br>Player1-Democrat: 53, but we apparently all got different pictures
<br>Player4-Republican: I've been an underestimater all my life
<br>Player3-Democrat: oh OK. I said 80, was labeled underestimator
<br>Player2-Republican: lol player 4
<br>Player2-Republican: I said 50
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>"
Player2-Republican,3,2,4,8,no,I am not sure.,1,NA,2,It seemed to move quickly.,no,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player4-Republican: Hey guys!
<br>Player1-Democrat: Hi
<br>Player3-Democrat: Hi!
<br>Player2-Republican: hi
<br>Player4-Republican: I got overestimator! What about yall?
<br>Player3-Democrat: I didn't think it was a hard task, but quickly took a glance and threw out a number
<br>Player2-Republican: apparently I am an overestimater
<br>Player3-Democrat: how about you guys?
<br>Player1-Democrat: I'm an underestimater
<br>Player3-Democrat: me too
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player4-Republican,2,1,3,9,NA,No idea.,1,NA,1,NA,NA,OK -- no issues," *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: Was it hard to estimate?
<br>Player4-Republican: Hello
<br>Player2-Republican: I over estimated
<br>Player3-Democrat: how many dots did you report?
<br>Player1-Democrat: Same
<br>Player1-Democrat: 53, but we apparently all got different pictures
<br>Player4-Republican: I've been an underestimater all my life
<br>Player3-Democrat: oh OK. I said 80, was labeled underestimator
<br>Player2-Republican: lol player 4
<br>Player2-Republican: I said 50
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player1-Democrat,3,1,4,7,NA,No idea,1,NA,1,NA,NA,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player4-Republican: Hey guys!
<br>Player1-Democrat: Hi
<br>Player3-Democrat: Hi!
<br>Player2-Republican: hi
<br>Player4-Republican: I got overestimator! What about yall?
<br>Player3-Democrat: I didn't think it was a hard task, but quickly took a glance and threw out a number
<br>Player2-Republican: apparently I am an overestimater
<br>Player3-Democrat: how about you guys?
<br>Player1-Democrat: I'm an underestimater
<br>Player3-Democrat: me too
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player1-Democrat,1,NA,NA,NA,NA,NA,1,NA,4,NA,NA,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player4-Republican: I honestly thought I underestimated
<br>Player3-Democrat: I am not sure how to do this task
<br>Player2-Republican: I thought I overestimaed lol
<br>Player1-Democrat: I was told I overestimated
<br>Player4-Republican: It was not enough time to count
<br>Player4-Republican: Even to estimate
<br>Player2-Republican: I think that was the point
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player1-Democrat,3,1,5,10,NA,not sure,1,NA,1,NA,NA,OK -- no issues," *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: hey
<br>Player4-Republican: Hi!
<br>Player3-Democrat: Hey All
<br>Player2-Republican: Are we in a chat now
<br>Player4-Republican: yep
<br>Player2-Republican: OK
<br>Player3-Democrat: lots of dots I thought
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>"
Player1-Democrat,4,1,4,8,no,how people feel about other people's choices,1,NA,1,NA,no,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player4-Republican: I felt like it was hard to estimate the number since they were different sizes.
<br>Player2-Republican: looked like swiss cheese
<br>Player3-Democrat: I guess we are all underestimaters 
<br>Player1-Democrat: I'm not very good at estimating numbers of things, so I thought it was kind of hard.
<br>Player2-Republican: oh no I overestimate
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player3-Democrat,4,3,1,8,no,Seeing political equity,2,They were already assigned by political affiliation,2,It was all pre arranged,no,OK -- no issues," *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: hey
<br>Player4-Republican: Hi!
<br>Player3-Democrat: Hey All
<br>Player2-Republican: Are we in a chat now
<br>Player4-Republican: yep
<br>Player2-Republican: OK
<br>Player3-Democrat: lots of dots I thought
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>"
Player3-Democrat,3,1,6,NA,NA,To see how  you sided with Democrats,1,NA,1,NA,NA,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player4-Republican: Hey guys!
<br>Player1-Democrat: Hi
<br>Player3-Democrat: Hi!
<br>Player2-Republican: hi
<br>Player4-Republican: I got overestimator! What about yall?
<br>Player3-Democrat: I didn't think it was a hard task, but quickly took a glance and threw out a number
<br>Player2-Republican: apparently I am an overestimater
<br>Player3-Democrat: how about you guys?
<br>Player1-Democrat: I'm an underestimater
<br>Player3-Democrat: me too
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>"
Player4-Republican,2,2,5,10,no,to see how we responded with others making choices for us,1,NA,1,NA,no,OK -- no issues," *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: hey
<br>Player4-Republican: Hi!
<br>Player3-Democrat: Hey All
<br>Player2-Republican: Are we in a chat now
<br>Player4-Republican: yep
<br>Player2-Republican: OK
<br>Player3-Democrat: lots of dots I thought
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>"
Player2-Republican,2,2,4,10,No,To see what is fair or not fair?,1,NA,1,NA,Interesting study!,OK -- no issues," *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: Was it hard to estimate?
<br>Player4-Republican: Hello
<br>Player2-Republican: I over estimated
<br>Player3-Democrat: how many dots did you report?
<br>Player1-Democrat: Same
<br>Player1-Democrat: 53, but we apparently all got different pictures
<br>Player4-Republican: I've been an underestimater all my life
<br>Player3-Democrat: oh OK. I said 80, was labeled underestimator
<br>Player2-Republican: lol player 4
<br>Player2-Republican: I said 50
<br>"
Player3-Democrat,3,1,7,10,no,How I feel about how tasks are assigned and how selfless and selfish people are.,1,NA,1,NA,no,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: Good afternoon. I'm apparently an underestimator. 
<br>Player3-Democrat: Hi!  I struggle with these dot estimation exercises.  I'm an overestimator.
<br>Player2-Republican: To me this was a very difficult task, it was very hard to get an accurate count when the dots were different sizes with the time given.
<br>Player4-Republican: Overestimater here
<br>Player3-Democrat: Agreed.  The different sizes throw me too.
<br>Player1-Democrat: I'm also an underestimator haha
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player4-Republican,4,2,5,7,NA,To determine if there is resentment toward different political parties.,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player4-Republican: I felt like it was hard to estimate the number since they were different sizes.
<br>Player2-Republican: looked like swiss cheese
<br>Player3-Democrat: I guess we are all underestimaters 
<br>Player1-Democrat: I'm not very good at estimating numbers of things, so I thought it was kind of hard.
<br>Player2-Republican: oh no I overestimate
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player4-Republican,1,NA,NA,NA,NA,Gather peoples feelings on over vs under estimation.,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: Good afternoon. I'm apparently an underestimator. 
<br>Player3-Democrat: Hi!  I struggle with these dot estimation exercises.  I'm an overestimator.
<br>Player2-Republican: To me this was a very difficult task, it was very hard to get an accurate count when the dots were different sizes with the time given.
<br>Player4-Republican: Overestimater here
<br>Player3-Democrat: Agreed.  The different sizes throw me too.
<br>Player1-Democrat: I'm also an underestimator haha
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player1-Democrat,4,1,4,7,n/a,Seeing how people view things as fair/unfair with just political information,2,They felt very robotic,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: Good afternoon. I'm apparently an underestimator. 
<br>Player3-Democrat: Hi!  I struggle with these dot estimation exercises.  I'm an overestimator.
<br>Player2-Republican: To me this was a very difficult task, it was very hard to get an accurate count when the dots were different sizes with the time given.
<br>Player4-Republican: Overestimater here
<br>Player3-Democrat: Agreed.  The different sizes throw me too.
<br>Player1-Democrat: I'm also an underestimator haha
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player2-Republican,1,NA,NA,NA,NA,Decision making,2,It did not fell real,2,They are all AI,NA,OK -- no issues," *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: hey
<br>Player4-Republican: Hi!
<br>Player3-Democrat: Hey All
<br>Player2-Republican: Are we in a chat now
<br>Player4-Republican: yep
<br>Player2-Republican: OK
<br>Player3-Democrat: lots of dots I thought
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player3-Democrat,2,2,3,8,NA,I don't know,2,They're bots.,2,They're bots.,NA,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player4-Republican: I honestly thought I underestimated
<br>Player3-Democrat: I am not sure how to do this task
<br>Player2-Republican: I thought I overestimaed lol
<br>Player1-Democrat: I was told I overestimated
<br>Player4-Republican: It was not enough time to count
<br>Player4-Republican: Even to estimate
<br>Player2-Republican: I think that was the point
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>"
Player3-Democrat,1,NA,NA,NA,NA,To see if people would choose easy tasks for themselves even if it meant others get more difficult tasks,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player3-Democrat: Hi there!
<br>Player1-Democrat: Hello friends
<br>Player2-Republican: Hello There
<br>Player4-Republican: Hello
<br>Player3-Democrat: Apparently I'm an underestimater
<br>Player1-Democrat: I was an underestimator too
<br>Player2-Republican: How did you do with the estimation?
<br>Player3-Democrat: It didn't tell me a total.  I guessed 97
<br>Player2-Republican: Underestimator as well
<br>Player1-Democrat: I couldnt guess because they were different sizes, i thought it was hard to figure out a pattern.
<br>Player4-Republican: I was an underestimator
<br>Player1-Democrat: there also wasn't enough time
<br>Player4-Republican: I guessed 
<br>Player1-Democrat: I guessed 63
<br> *** Player3-Democrat has left the chat ***
<br>"
Player4-Republican,4,2,4,10,NA,Something with republicans and democrats when they are making decisions and if it is fair.,2,"The messages were very suspicious-looking, they came in too fast, and were very predictable.",2,"Because of my previous response, they wouldn't be now if they weren't real in the first phase.",NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player3-Democrat: Hi there!
<br>Player1-Democrat: Hello friends
<br>Player2-Republican: Hello There
<br>Player4-Republican: Hello
<br>Player3-Democrat: Apparently I'm an underestimater
<br>Player1-Democrat: I was an underestimator too
<br>Player2-Republican: How did you do with the estimation?
<br>Player3-Democrat: It didn't tell me a total.  I guessed 97
<br>Player2-Republican: Underestimator as well
<br>Player1-Democrat: I couldnt guess because they were different sizes, i thought it was hard to figure out a pattern.
<br>Player4-Republican: I was an underestimator
<br>Player1-Democrat: there also wasn't enough time
<br>Player4-Republican: I guessed 
<br>Player1-Democrat: I guessed 63
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
